Source,Target,Type,Id,Label,timeset,Weight,d11,d10,d9,d8,d7,d6,d5,d4,d3,d2,d1,d0
3799518861,3799518862,Undirected,1876,,,1,,,,30,,,,72.542,residential,رسالت ۸,False,1002194708
3799518865,3799518870,Undirected,1880,,,1,,,,30,,,,69.898,residential,رسالت,False,1002194706
3799518865,3799518868,Undirected,1881,,,1,,,,30,"LINESTRING (55.9750687 30.4190263, 55.974768 30.4185569, 55.9744673 30.4180874)",,,119.27000000000001,residential,"['رسالت ۳', 'معراج جنوبی ۲۴']",False,"[1002194705, 628942405]"
3799518870,4626019955,Undirected,1885,,,1,,,,30,,,,65.58,residential,رسالت,False,376540815
3799518870,3799518871,Undirected,1886,,,1,,,,30,,,,74.452,residential,رسالت ۱,False,1002194707
3799518868,4417537875,Undirected,1882,,,1,,,,30,,,,21.715,residential,معراج جنوبی,False,1002194738
3799518868,4417537873,Undirected,1883,,,1,,,,30,,,,54.303,residential,معراج جنوبی,False,1002194738
4417537873,4417537874,Undirected,2082,,,1,,,,30,,,,168.347,residential,معراج ۱۷,False,444266744
3799518869,3799518870,Undirected,1884,,,1,,,,30,,,,75.491,residential,رسالت ۴,False,376540819
3799518872,3799518912,Undirected,1887,,,1,,,,30,,,,2.705,residential,معراج جنوبی,False,133914077
3799518872,3799518880,Undirected,1888,,,1,,,,30,,,,68.79,residential,معراج جنوبی,False,133914077
3799518872,3799518878,Undirected,1889,,,1,,,,30,,,,103.916,residential,معراج جنوبی ۱۱,False,376540820
3799518880,3799523102,Undirected,1909,,,1,,,,30,,,,61.349,residential,معراج جنوبی,False,133914077
3799518880,3799518881,Undirected,1910,,,1,,,,30,,,,83.165,residential,معراج جنوبی ۹,False,376540823
3799518880,3799518904,Undirected,1911,,,1,,,,30,,,,112.032,residential,معراج جنوبی ۱۶,False,628939524
3799518878,3799518893,Undirected,1905,,,1,,,,30,,,,85.646,residential,معراج ۱۱,False,628939520
3799518878,3799518881,Undirected,1906,,,1,,,,,,,,68.48,residential,,False,636205572
3799518873,5938113137,Undirected,1890,,,1,,,,30,,,,10.821,residential,دانش آموز,False,628939513
3799518873,3799518882,Undirected,1891,,,1,,,,30,,,,67.714,residential,دانش آموز,False,628939513
3799518873,3799518893,Undirected,1892,,,1,,,,30,,,,90.683,residential,دانش آموز ۱۶,False,628939516
5938113137,7298574291,Undirected,8661,,,1,,,,,"LINESTRING (55.9820655 30.4195777, 55.9815541 30.4192721, 55.9810427 30.4189664)",,,119.327,residential,"['مصطفی خمینی ۲۸', 'دانش آموز ۲۳']",False,"[628939514, 1002194735]"
3799518882,3799518886,Undirected,1914,,,1,,,,30,,,,59.999,residential,دانش آموز,False,628939503
3799518882,3799518892,Undirected,1915,,,1,,,,30,,,,91.519,residential,دانش آموز ۱۴,False,733196885
3799518882,7298574292,Undirected,1916,,,1,,,,30,"LINESTRING (55.9826048 30.4190446, 55.9821401 30.4187691, 55.9816002 30.418449)",,,116.9,residential,"['دانش آموز ۲۱', 'مصطفی خمینی ۲۶']",False,"[628939512, 1002194734]"
3799518893,3799518894,Undirected,1932,,,1,,,,30,,,,65.557,residential,۳,False,628939517
3799518874,3799523098,Undirected,1893,,,1,,,,30,,,,68.13,residential,معراج جنوبی,False,133914077
3799518874,3799518912,Undirected,1894,,,1,,,,30,,,,66.913,residential,معراج جنوبی,False,133914077
3799518874,3799518877,Undirected,1895,,,1,,,,30,,,,124.712,residential,معراج جنوبی ۱۳,False,376540821
3799518874,3799518907,Undirected,1896,,,1,,,,30,,,,69.636,residential,معراج جنوبی ۲۰,False,376540831
3799518877,3799518894,Undirected,1902,,,1,,,,30,,,,86.382,residential,معراج ۱۳,False,636205567
3799518877,3799518878,Undirected,1903,,,1,,,,,,,,65.959,residential,,False,636205572
3799518877,3799518896,Undirected,1904,,,1,,,,,,,,64.318,residential,محمود رضایی ۴,False,1004635147
3799518907,3799523097,Undirected,1950,,,1,,,,30,,,,64.663,residential,۷,False,1002194717
3799518907,3799518911,Undirected,1951,,,1,,,,30,,,,63.877,residential,۷,False,1002194717
3799518907,3799518915,Undirected,1952,,,1,,,,30,,,,85.447,residential,بنفشه,False,1002196790
3799518875,5938113139,Undirected,1897,,,1,,,,30,,,,21.407,residential,دانش آموز,False,628939513
3799518875,5938113137,Undirected,1898,,,1,,,,30,,,,54.322,residential,دانش آموز,False,628939513
3799518875,3799518894,Undirected,1899,,,1,,,,30,,,,90.439,residential,دانش آموز ۱۸,False,733196887
5938113139,7296645319,Undirected,8662,,,1,,,,30,,,,39.42,residential,دانش آموز,False,628939513
5938113139,7298574290,Undirected,8663,,,1,,,,,"LINESTRING (55.9815408 30.420037, 55.981023 30.4197512, 55.9805051 30.4194653)",,,117.914,residential,"['مصطفی خمینی ۳۰', 'دانش آموز ۲۵']",False,"[1002194736, 628939515]"
3799518894,3799518897,Undirected,1933,,,1,,,,30,,,,60.895,residential,محمود رضایی ۴,False,733196886
3799518895,4417537860,Undirected,1934,,,1,,,,30,,,,16.055,residential,محمود رضایی,False,200911285
3799518895,3799518897,Undirected,1935,,,1,,,,30,,,,41.235,residential,محمود رضایی ۴,False,733196889
3799518896,3799518897,Undirected,1936,,,1,,,,30,,,,87.57,residential,,False,376540827
3799518881,3799518892,Undirected,1912,,,1,,,,30,,,,84.537,residential,بیت العباس,False,636205569
3799518881,3799518885,Undirected,1913,,,1,,,,,,,,56.553,residential,,False,636205572
3799518887,3799518890,Undirected,1924,,,1,,,,30,,,,85.566,residential,,False,1002194722
3799518904,3799523101,Undirected,1947,,,1,,,,30,,,,60.172,residential,۷,False,628939530
3799518904,3799518911,Undirected,1948,,,1,,,,30,,,,66.853,residential,۷,False,1002194719
3799518892,3799518893,Undirected,1931,,,1,,,,30,,,,68.133,residential,۳,False,733196884
3799518885,3799518891,Undirected,1920,,,1,,,,30,,,,84.241,residential,,False,376540824
3799518885,3799518887,Undirected,1921,,,1,,,,30,"LINESTRING (55.9811339 30.4165629, 55.9808752 30.4168145, 55.9806921 30.4169927)",,,63.866,residential,۵,False,1002194721
3799518886,3799518899,Undirected,1922,,,1,,,,30,,,,14.145,residential,دانش آموز,False,628939503
3799518886,3799518891,Undirected,1923,,,1,,,,30,,,,89.781,residential,دانش آموز ۱۲,False,628939518
3799518884,3799523102,Undirected,1917,,,1,,,,30,,,,2.309,residential,معراج جنوبی,False,133914077
3799518884,3799518885,Undirected,1918,,,1,,,,30,,,,64.931,residential,معراج جنوبی ۷,False,1002194720
3799518884,3799523110,Undirected,1919,,,1,,,,30,"LINESTRING (55.9807803 30.4162979, 55.9805094 30.4164332, 55.9802096 30.416583)",,,63.244,residential,معراج جنوبی,False,133914077
3799518891,3799518892,Undirected,1930,,,1,,,,30,,,,58.927,residential,۳,False,628939519
3799518899,7298574293,Undirected,1938,,,1,,,,30,"LINESTRING (55.9830765 30.4185729, 55.9826015 30.4182667, 55.9821265 30.4179605)",,,113.734,residential,"['دانش آموز ۱۹', 'مصطفی خمینی ۲۴']",False,"[376540828, 1002194733]"
3799518890,3799518891,Undirected,1929,,,1,,,,30,,,,62.137,residential,۳,False,733196883
3799518897,7296645319,Undirected,1937,,,1,,,,30,,,,93.857,residential,دانش آموز ۲۰,False,1002194737
3799518901,3799518909,Undirected,1939,,,1,,,,30,,,,69.608,tertiary,خیابان شهید میرزایی,True,200911283
3799518901,3799518902,Undirected,1940,,,1,,,,30,,,,55.43,residential,میرزایی ۱۹,False,376540829
3799518901,3799523099,Undirected,1941,,,1,,,,30,,,,64.55,tertiary,خیابان شهید میرزایی,True,200911283
3799518909,3799518914,Undirected,1955,,,1,,,,30,"LINESTRING (55.9776282 30.4161057, 55.9775259 30.4160254, 55.9770665 30.4156164)",,,76.581,residential,میرزایی ۲۱,False,376540832
3799518902,3799518914,Undirected,1942,,,1,,,,30,,,,66.353,residential,,False,628939525
3799518902,3799523100,Undirected,1943,,,1,,,,30,,,,61.808,residential,,False,628939526
3799518902,3799518904,Undirected,1944,,,1,,,,30,,,,84.249,residential,معراج جنوبی ۱۶,False,1002194718
3799518914,3799518915,Undirected,1958,,,1,,,,30,,,,62.942,residential,,False,1002196789
3799523100,3799523101,Undirected,1965,,,1,,,,30,,,,87.696,residential,میرزایی ۱۷,False,376541286
3799523108,3799523110,Undirected,1969,,,1,,,,30,"LINESTRING (55.9807803 30.4162979, 55.9802519 30.4158786, 55.9796223 30.4153726)",,,151.38299999999998,residential,معراج جنوبی ۱۲,False,376540833
3799523101,3799523102,Undirected,1966,,,1,,,,30,,,,131.079,residential,معراج جنوبی ۱۴,False,628939529
3799523101,3799523108,Undirected,1967,,,1,,,,30,,,,62.029,residential,۷,False,628939530
3799518911,3799518912,Undirected,1956,,,1,,,,30,,,,90.344,residential,معراج جنوبی ۱۸,False,628939523
3799518911,3799518914,Undirected,1957,,,1,,,,30,,,,84.988,residential,,False,1002194716
3799523097,3799523098,Undirected,1963,,,1,,,,30,,,,48.772,residential,معراج جنوبی ۲۲,False,1002194714
3799518915,3799523096,Undirected,1959,,,1,,,,30,,,,63.236,residential,,False,628939522
3799523096,3799523097,Undirected,1962,,,1,,,,30,,,,85.543,residential,,False,376541285
3799523095,3799523096,Undirected,1961,,,1,,,,30,,,,59.173,residential,,False,1002194712
3799523106,3799523108,Undirected,1968,,,1,,,,30,,,,80.945,residential,میرزایی ۱۵,False,628939531
4848283731,4848283737,Undirected,5680,,,1,,,,,"LINESTRING (55.9263605 30.3818727, 55.9263231 30.3817966, 55.9262991 30.3816929, 55.9262483 30.3816169, 55.9261548 30.3815316, 55.9259999 30.381474, 55.9258035 30.3813795)",,,81.51100000000001,residential,,True,492860974
4848283731,4848283743,Undirected,5681,,,1,,,,,,,,142.453,trunk,بلوار ولایت,True,134067930
5900039621,5900039625,Undirected,8073,,,1,,,,,"LINESTRING (55.9310376 30.3819461, 55.931225 30.3819722, 55.9324784 30.3821469, 55.9325609 30.3821584)",,,148.016,trunk,بلوار ولایت,True,475700096
5900039621,5900039624,Undirected,8074,,,1,,,,,"LINESTRING (55.9310376 30.3819461, 55.9313386 30.381867, 55.9314066 30.3818249)",,,38.212,residential,,True,714970129
4279654552,5887448601,Undirected,1973,,,1,,,,30,,,,72.437,residential,بلوار قدس,False,296235440
4279654552,7899657566,Undirected,1974,,,1,,,,30,,,,8.904,residential,بلوار قدس,False,296235440
4279654552,4846649603,Undirected,1975,,,1,,,,60,,,,10.701,residential,بلوار شهید ابولی,True,428848255
5887448601,7298474393,Undirected,7098,,,1,,,,,,,,100.213,residential,معراج شمالی ۶۲,False,623407801
4417559053,7899657569,Undirected,2238,,,1,,,,30,,,,132.594,residential,شهید ابولی ۶,False,430437569
4417559053,4417559054,Undirected,2239,,,1,,,,30,,,,54.755,residential,,False,444270286
4417555480,4417559054,Undirected,2205,,,1,,,,30,"LINESTRING (55.9651299 30.42418, 55.9625637 30.4235297, 55.9611581 30.4231735)",,,396.936,residential,"['شهید ابولی ۴', 'مدرس شمالی ۲۳']",False,"[444269705, 1003963687]"
4417555480,4417555482,Undirected,2206,,,1,,,,,,,,76.074,tertiary,بلوار مدرس,True,133914025
4279655061,4279655087,Undirected,1978,,,1,,,,60,,,,10.813,secondary,بلوار مصطفی خمینی,True,200911295
4279655061,4417555453,Undirected,1979,,,1,,,,60,"LINESTRING (55.9731162 30.4271176, 55.9729476 30.4269825, 55.9721093 30.4264978)",,,118.842,secondary,بلوار شهید حسینی,True,1003960149
4279655061,4417555455,Undirected,1980,,,1,,,,60,"LINESTRING (55.972588 30.4275243, 55.9726183 30.4274985, 55.9731162 30.4271176)",,,67.902,secondary,بلوار مصطفی خمینی,True,200911295
4279655061,6485090655,Undirected,1981,,,1,,,,60,,,,13.438,secondary,بلوار شهید حسینی,True,1003960149
4279655087,4417537911,Undirected,1990,,,1,,,,60,,,,79.869,secondary,بلوار مصطفی خمینی,True,200911295
4279655087,6485090655,Undirected,1991,,,1,,,,60,,,,12.293,secondary,بلوار شهید حسینی,True,444269712
4279655087,4417537909,Undirected,1992,,,1,,,,60,"LINESTRING (55.9722661 30.4264872, 55.9729826 30.4268834, 55.9732005 30.427053)",,,109.756,secondary,بلوار شهید حسینی,True,444269712
4417555453,4417555454,Undirected,2196,,,1,,,,30,,,,71.135,residential,شهید حسینی ۱,False,628944869
4279655076,4417555496,Undirected,1982,,,1,,,,,,,,67.849,tertiary,بلوار مدرس,True,133914025
4279655076,4475772449,Undirected,1983,,,1,,,,60,,,,13.544,secondary,بلوار شهید حسینی,True,428847141
4279655076,4417555491,Undirected,1984,,,1,,,,60,,,,57.386,secondary,بلوار شهید حسینی,True,428847141
4279655076,4417555497,Undirected,1985,,,1,,,,,,,,16.407,secondary,بلوار مدرس,True,450657844
4417555496,9249616254,Undirected,2225,,,1,,,,,,,,36.817,tertiary,بلوار مدرس,True,133914025
4475772449,5887418633,Undirected,2607,,,1,,,,,"LINESTRING (55.9668142 30.4203584, 55.9662671 30.4194367, 55.9658527 30.4188073)",,,195.615,tertiary,خیابان موقوفه,True,623404704
4475772449,5887419607,Undirected,2608,,,1,,,,,,,,229.744,tertiary,بلوار مدرس,True,450657841
4417555491,4417555496,Undirected,2224,,,1,,,,,"LINESTRING (55.9671051 30.4209449, 55.966929 30.4207798, 55.9668186 30.4207302, 55.9666649 30.4207012, 55.9664585 30.4207136, 55.9662497 30.4207639)",,,92.592,secondary_link,,True,444269711
4417555497,4475772448,Undirected,2226,,,1,,,,60,,,,13.581,secondary,بلوار شهید حسینی,True,444269712
4279655078,4417537927,Undirected,1988,,,1,,,,60,"LINESTRING (55.9671632 30.4207028, 55.967316 30.4210704, 55.9679652 30.422473, 55.9682612 30.4230832)",,,284.89599999999996,secondary,بلوار شهید حسینی,True,444269712
4279655078,4417555497,Undirected,1989,,,1,,,,60,,,,36.434,secondary,بلوار شهید حسینی,True,444269712
4417537927,4417547014,Undirected,2151,,,1,,,,30,,,,41.184,residential,شهیدان عبداللهی,False,444266782
4417537927,5899927390,Undirected,2152,,,1,,,,60,,,,43.473,secondary,بلوار شهید حسینی,True,444269712
4417537911,4417537915,Undirected,2128,,,1,,,,30,,,,125.381,residential,مصطفی خمینی ۵۶,False,444266771
4417537909,4417537910,Undirected,2125,,,1,,,,30,,,,73.364,residential,۲,False,444266770
4417537800,4417537805,Undirected,1993,,,1,,,,60,"LINESTRING (55.9699326 30.4252998, 55.9697261 30.4251741, 55.9695739 30.4250552)",,,43.928,secondary,بلوار شهید حسینی,True,428847141
4417537800,4417537804,Undirected,1994,,,1,,,,30,"LINESTRING (55.9699326 30.4252998, 55.9698257 30.4252816, 55.9697307 30.4252925, 55.9696451 30.4253307, 55.9695248 30.4254236)",,,44.363,tertiary,تقاطع معراج شمالی و شهید حسینی,True,444266702
4417537800,4417555453,Undirected,1995,,,1,,,,60,"LINESTRING (55.9721093 30.4264978, 55.9719564 30.4264152, 55.9699326 30.4252998)",,,247.596,secondary,بلوار شهید حسینی,True,1003960149
4417537805,7899657578,Undirected,1998,,,1,,,,60,"LINESTRING (55.9695739 30.4250552, 55.96922 30.4247785, 55.9690381 30.4245944, 55.9687771 30.4242943, 55.9686836 30.4241752)",,,130.401,secondary,بلوار شهید حسینی,True,428847141
4417537804,7298474391,Undirected,1996,,,1,,,,30,,,,9.513,tertiary,خیابان معراج شمالی,False,444266705
4417537804,4417537805,Undirected,1997,,,1,,,,30,"LINESTRING (55.9695248 30.4254236, 55.9695881 30.4252952, 55.969604 30.4251887, 55.969604 30.4251177, 55.9695739 30.4250552)",,,42.874,tertiary,تقاطع معراج شمالی و شهید حسینی,True,444266702
4417537810,6408738236,Undirected,1999,,,1,,,,30,,,,11.073,tertiary,خیابان معراج شمالی,False,444266705
4417537810,4417555460,Undirected,2000,,,1,,,,30,,,,45.665,residential,معراج شمالی ۳۹,False,444269694
4417537810,7298474389,Undirected,2001,,,1,,,,30,"LINESTRING (55.9691204 30.4264965, 55.9691154 30.4265116, 55.9689768 30.4269341)",,,50.569,tertiary,خیابان معراج شمالی,False,444266705
6408738236,6408738237,Undirected,8847,,,1,,,,,,,,203.439,residential,معراج شمالی ۵۲,False,684106579
4417555460,6858167370,Undirected,2199,,,1,,,,30,"LINESTRING (55.9712047 30.4273941, 55.971004 30.4275478, 55.9705761 30.4277919, 55.9702377 30.4279828, 55.9702084 30.4279884, 55.9701293 30.4279884, 55.9700581 30.4279475, 55.9692993 30.4272363)",,,239.82399999999998,residential,معراج شمالی ۳۹,False,"[444269694, 732380742]"
4417537812,6408886932,Undirected,2002,,,1,,,,30,,,,7.653,tertiary,خیابان معراج شمالی,False,444266705
4417537812,6408738236,Undirected,2003,,,1,,,,30,,,,34.271,tertiary,خیابان معراج شمالی,False,444266705
4417537812,4417555460,Undirected,2004,,,1,,,,30,"LINESTRING (55.9692993 30.4272363, 55.969021 30.4272349, 55.9687534 30.4272934)",,,53.153000000000006,residential,,False,444269695
6408886932,6649091940,Undirected,8871,,,1,,,,,"LINESTRING (55.9693766 30.427847, 55.968923 30.4275044, 55.9686846 30.4273283)",,,87.914,residential,معراج شمالی ۴۱,False,684121710
4417537818,6649091943,Undirected,2005,,,1,,,,30,,,,22.832,tertiary,خیابان معراج شمالی,False,444266705
4417537818,4846649584,Undirected,2006,,,1,,,,,,,,115.613,residential,معراج شمالی ۶۲,False,623407801
4417537818,4417537846,Undirected,2007,,,1,,,,30,"LINESTRING (55.9653402 30.4284443, 55.9651172 30.4286565, 55.9650215 30.4288514)",,,55.376,tertiary,خیابان معراج شمالی,False,444266705
4846649584,4846649585,Undirected,5635,,,1,,,,30,,,,59.941,residential,,False,492678162
4846649584,7298474393,Undirected,5636,,,1,,,,,,,,121.19,residential,معراج شمالی ۶۲,False,623407801
4846649584,6408886934,Undirected,5637,,,1,,,,,,,,60.542,residential,,False,781718257
4417537846,4417537848,Undirected,2045,,,1,,,,30,,,,52.079,tertiary,خیابان معراج شمالی,False,444266705
4417537846,4846649585,Undirected,2046,,,1,,,,,,,,131.242,residential,معراج شمالی ۶۰,False,684106588
4417537821,7298474394,Undirected,2008,,,1,,,,,,,,113.75,residential,معراج شمالی ۶۶,False,684121712
4417537821,4417537823,Undirected,2009,,,1,,,,30,"LINESTRING (55.9642675 30.4303748, 55.9644882 30.4301489, 55.9646314 30.4299029)",,,63.45,tertiary,خیابان معراج شمالی,False,444266705
4417537821,5887448593,Undirected,2010,,,1,,,,30,"LINESTRING (55.9648063 30.4294204, 55.9647159 30.429676, 55.9646314 30.4299029)",,,56.212999999999994,tertiary,خیابان معراج شمالی,False,444266705
4417537821,4417537843,Undirected,2011,,,1,,,,,"LINESTRING (55.9658941 30.4306265, 55.965319 30.430345, 55.9646314 30.4299029)",,,145.64000000000001,residential,معراج شمالی ۵۹,False,684106570
4417537823,6649091945,Undirected,2012,,,1,,,,30,,,,47.028,tertiary,خیابان معراج شمالی,False,444266705
4417537823,5887447252,Undirected,2013,,,1,,,,,,,,84.588,residential,معراج شمالی ۶۱,False,623407795
4417537823,9024699984,Undirected,2014,,,1,,,,,,,,166.466,residential,معراج شمالی ۶۸,False,975216785
5887448593,6408886933,Undirected,7092,,,1,,,,30,,,,10.066,tertiary,خیابان معراج شمالی,False,444266705
5887448593,5887448596,Undirected,7093,,,1,,,,30,,,,88.651,residential,معراج شمالی ۵۷,False,623407809
4417537843,5887448585,Undirected,2038,,,1,,,,30,,,,52.767,residential,,False,444266715
4417537843,5887447238,Undirected,2039,,,1,,,,,,,,50.861,residential,معراج شمالی ۵۹,False,684106570
5887447252,5887448620,Undirected,7064,,,1,,,,,,,,102.34,residential,معراج شمالی ۶۱,False,623407795
5887447252,6649091944,Undirected,7065,,,1,,,,,,,,54.162,residential,,False,623407822
4417537825,6649091945,Undirected,2015,,,1,,,,30,,,,57.758,tertiary,خیابان معراج شمالی,False,444266705
4417537825,5887447245,Undirected,2016,,,1,,,,30,,,,106.087,residential,بلوار قدس,False,1005568978
4417537825,9024699983,Undirected,2017,,,1,,,,30,"LINESTRING (55.9622987 30.4297803, 55.9623652 30.42991, 55.9626844 30.4303054, 55.9631324 30.4308096, 55.9635079 30.431175, 55.963569 30.4310978)",,,204.644,residential,بلوار قدس,False,"[296235440, 1005568979]"
5887447245,6649091944,Undirected,7057,,,1,,,,,,,,51.678,residential,,False,623407822
4417537826,5899927270,Undirected,2018,,,1,,,,30,,,,23.379,residential,معراج شمالی,False,444266707
4417537826,4417537909,Undirected,2019,,,1,,,,60,"LINESTRING (55.9698419 30.4251281, 55.9699798 30.4252228, 55.9713114 30.4259593, 55.9722661 30.4264872)",,,277.329,secondary,بلوار شهید حسینی,True,444269712
4417537826,5899927390,Undirected,2020,,,1,,,,60,"LINESTRING (55.9684361 30.4234439, 55.9687331 30.4240562, 55.9689241 30.4243353, 55.9694334 30.4248476, 55.9698419 30.4251281)",,,234.93699999999998,secondary,بلوار شهید حسینی,True,444269712
5899927270,5899927402,Undirected,8028,,,1,,,,,,,,148.237,residential,معراج شمالی ۴۳,False,624787829
4417537827,7296597859,Undirected,2021,,,1,,,,30,,,,23.256,residential,معراج شمالی,False,444266707
4417537827,4417537836,Undirected,2022,,,1,,,,30,"LINESTRING (55.9729252 30.4195009, 55.9729733 30.4193484, 55.972996 30.419226, 55.9729928 30.4190541)",,,50.473,residential,,True,444266710
4417537827,4417537832,Undirected,2023,,,1,,,,30,"LINESTRING (55.9733988 30.4193352, 55.9732843 30.4193297, 55.9731611 30.4193537, 55.9730636 30.4194096, 55.9729252 30.4195009)",,,51.043000000000006,residential,,True,444266709
4417537832,4417537836,Undirected,2024,,,1,,,,,,,,49.926,secondary,بلوار باهنر,True,133915961
4417537832,4451035191,Undirected,2025,,,1,,,,,,,,190.926,secondary,بلوار باهنر,True,133915961
4451035191,4451035192,Undirected,2354,,,1,,,,30,,,,19.791,residential,باهنر ۵,False,448048842
4417537837,6405774460,Undirected,2026,,,1,,,,60,,,,60.19,secondary,بلوار مصطفی خمینی,True,200911295
4417537837,6405776222,Undirected,2027,,,1,,,,,,,,153.474,residential,مصطفی خمینی ۶۸,False,683848036
4417537837,6405774456,Undirected,2028,,,1,,,,60,,,,38.775,secondary,بلوار مصطفی خمینی,True,200911295
6405774460,6405774462,Undirected,8830,,,1,,,,60,,,,30.494,secondary,بلوار مصطفی خمینی,True,200911295
6405774460,6405774461,Undirected,8831,,,1,,,,,,,,82.884,residential,مصطفی خمینی ۶۶,False,683848039
6405774456,6405774457,Undirected,8825,,,1,,,,,,,,153.779,residential,مصطفی خمینی ۷۰,False,683848034
4417537838,6408738251,Undirected,2029,,,1,,,,30,,,,72.114,tertiary,خیابان معراج شمالی,False,444266705
4417537838,6408738246,Undirected,2030,,,1,,,,30,,,,36.718,tertiary,خیابان معراج شمالی,False,444266705
4417537838,4417537844,Undirected,2031,,,1,,,,30,,,,31.272,residential,معراج شمالی ۴۵,False,628944875
6408738251,7296372357,Undirected,8857,,,1,,,,,,,,69.795,residential,معراج شمالی ۵۶,False,684106585
6408738251,6649091941,Undirected,8858,,,1,,,,,,,,65.771,residential,معراج شمالی ۴۷,False,684121709
6408738251,7298322698,Undirected,8859,,,1,,,,30,"LINESTRING (55.966391 30.4279126, 55.9671403 30.4277293, 55.9671895 30.4277183)",,,79.551,tertiary,خیابان معراج شمالی,False,444266705
6408738246,7296372356,Undirected,8854,,,1,,,,,,,,159.352,residential,معراج ۵۴,False,684106583
6408738246,9247890098,Undirected,8855,,,1,,,,,,,,87.26,residential,معراج شمالی ۴۳,False,1001990090
6408738246,6408886932,Undirected,8856,,,1,,,,30,"LINESTRING (55.9686846 30.4273283, 55.9685301 30.4274066, 55.968281 30.4274504)",,,41.558,tertiary,خیابان معراج شمالی,False,444266705
4417537844,6649091941,Undirected,2040,,,1,,,,30,,,,59.944,residential,,False,444266717
4417537841,6408886928,Undirected,2032,,,1,,,,30,,,,60.74,residential,,False,444266715
4417537841,4417537844,Undirected,2033,,,1,,,,30,,,,72.285,residential,معراج شمالی ۴۵,False,628944875
4417537841,6405776222,Undirected,2034,,,1,,,,,,,,68.299,residential,مصطفی خمینی ۶۸,False,683848036
6408886928,6649091941,Undirected,8870,,,1,,,,,,,,73.637,residential,معراج شمالی ۴۷,False,684121709
4417537842,5887448585,Undirected,2035,,,1,,,,30,,,,26.247,residential,,False,444266715
4417537842,6858174744,Undirected,2036,,,1,,,,30,,,,36.99,residential,,False,444266715
4417537842,6858148260,Undirected,2037,,,1,,,,,,,,52.772,residential,,False,732381353
5887448585,5887448596,Undirected,7087,,,1,,,,30,"LINESTRING (55.9655619 30.4298799, 55.9657736 30.4299994, 55.9662684 30.4302786)",,,80.956,residential,معراج شمالی ۵۷,False,623407809
6858174744,6858174745,Undirected,9712,,,1,,,,,,,,78.773,residential,,False,732381624
5887447238,6405774449,Undirected,7047,,,1,,,,,,,,202.769,residential,مصطفی خمینی ۸۰,False,683848028
5887447238,6858148260,Undirected,7048,,,1,,,,,,,,70.083,residential,,False,732381180
4417537845,6858174745,Undirected,2041,,,1,,,,30,,,,35.742,residential,,False,444266717
4417537845,4417537849,Undirected,2042,,,1,,,,30,,,,59.952,residential,,False,444266717
4417537845,4417537847,Undirected,2043,,,1,,,,30,,,,77.762,residential,معراج شمالی ۵۳,False,444266719
4417537845,4417537846,Undirected,2044,,,1,,,,30,,,,129.538,residential,معراج شمالی ۵۳,False,444266719
4417537849,4417537851,Undirected,2052,,,1,,,,30,,,,49.496,residential,,False,444266717
4417537849,4417537850,Undirected,2053,,,1,,,,30,,,,76.663,residential,معراج شمالی ۵۱,False,444266721
4417537847,6858174744,Undirected,2047,,,1,,,,30,,,,29.553,residential,,False,444266715
4417537847,4417537850,Undirected,2048,,,1,,,,30,,,,64.095,residential,,False,444266715
4417537847,6858141678,Undirected,2049,,,1,,,,30,,,,49.826,residential,معراج شمالی ۵۳,False,444266719
4417537848,4417537849,Undirected,2050,,,1,,,,30,,,,126.349,residential,معراج شمالی ۵۱,False,444266721
4417537848,6408738253,Undirected,2051,,,1,,,,30,"LINESTRING (55.9660539 30.4279877, 55.9659461 30.4280411, 55.9657633 30.4281506)",,,33.261,tertiary,خیابان معراج شمالی,False,444266705
4846649585,4846649603,Undirected,5638,,,1,,,,,,,,255.332,residential,شهید ابولی ۱۷,False,684106589
4846649585,4846649586,Undirected,5639,,,1,,,,30,"LINESTRING (55.9642309 30.4275408, 55.9642246 30.4275735, 55.9640492 30.428052)",,,59.487,residential,,False,492678162
4417537850,4417537852,Undirected,2054,,,1,,,,30,,,,52.441,residential,,False,444266715
4417537850,6858141679,Undirected,2055,,,1,,,,30,,,,82.666,residential,معراج شمالی ۵۱,False,444266721
6858141678,6858148260,Undirected,9705,,,1,,,,,,,,67.104,residential,,False,732381180
6858141678,6858141679,Undirected,9706,,,1,,,,,"LINESTRING (55.968122 30.4297192, 55.9679113 30.4299536, 55.9678816 30.4299708, 55.9678515 30.4299655, 55.9676093 30.4297858, 55.9675741 30.4297781, 55.9675394 30.4297943, 55.9673545 30.42997)",,,103.632,residential,,False,"[732381177, 732381178, 732381180]"
4417537851,6649091941,Undirected,2056,,,1,,,,30,,,,68.499,residential,,False,444266717
4417537851,4417537852,Undirected,2057,,,1,,,,30,,,,75.081,residential,معراج شمالی ۴۹,False,444266725
4417537851,6408738221,Undirected,2058,,,1,,,,30,,,,111.018,residential,معراج شمالی ۴۹,False,444266725
4417537852,6405774455,Undirected,2059,,,1,,,,30,,,,4.892,residential,,False,444266715
6408738221,6408738253,Undirected,8838,,,1,,,,30,,,,20.402,tertiary,خیابان معراج شمالی,False,444266705
6408738221,7298322698,Undirected,8839,,,1,,,,30,,,,12.987,tertiary,خیابان معراج شمالی,False,444266705
6405774455,6408886928,Undirected,8823,,,1,,,,30,,,,56.058,residential,,False,444266715
